time_s,T_r,T_jin,T_jout,T_amb,flow_kg_s,Q_calib_W
2135.0,23.9364,20.0013,23.7281,21.00,0.0010,15.00
2140.0,23.8653,20.0007,23.7106,21.00,0.0010,15.00
2145.0,23.8919,20.0055,23.6988,21.00,0.0010,15.00
2150.0,23.8544,20.0090,23.6921,21.00,0.0010,15.00
2155.0,23.8761,19.9800,23.6871,21.00,0.0010,15.00
2160.0,23.8554,19.9832,23.6827,21.00,0.0010,15.00
2165.0,23.8129,20.0021,23.6584,21.00,0.0010,15.00
2170.0,23.8597,19.9929,23.6500,21.00,0.0010,15.00
2175.0,23.8208,20.0131,23.6635,21.00,0.0010,15.00
2180.0,23.8141,19.9968,23.6404,21.00,0.0010,15.00
2185.0,23.7953,19.9807,23.6226,21.00,0.0010,15.00
2190.0,23.7956,19.9873,23.6336,21.00,0.0010,15.00
2195.0,23.8094,19.9725,23.6262,21.00,0.0010,15.00
2200.0,23.7893,19.9977,23.5988,21.00,0.0010,15.00
2205.0,23.7920,19.9981,23.6091,21.00,0.0010,15.00
2210.0,23.7851,19.9958,23.6068,21.00,0.0010,15.00
2215.0,23.7968,20.0108,23.5960,21.00,0.0010,15.00
2220.0,23.7562,20.0120,23.5915,21.00,0.0010,15.00
2225.0,23.7262,19.9983,23.5641,21.00,0.0010,15.00
2230.0,23.7699,19.9787,23.5745,21.00,0.0010,15.00
2235.0,23.7348,20.0062,23.5614,21.00,0.0010,15.00
2240.0,23.7567,20.0056,23.5528,21.00,0.0010,15.00
2245.0,23.7351,20.0031,23.5597,21.00,0.0010,15.00
2250.0,23.7180,20.0098,23.5592,21.00,0.0010,15.00
2255.0,23.7208,19.9884,23.5558,21.00,0.0010,15.00
2260.0,23.7462,20.0201,23.5446,21.00,0.0010,15.00
2265.0,23.7421,19.9904,23.5240,21.00,0.0010,15.00
2270.0,23.6955,20.0075,23.5224,21.00,0.0010,15.00
2275.0,23.6908,19.9831,23.5203,21.00,0.0010,15.00
2280.0,23.7028,19.9907,23.5077,21.00,0.0010,15.00
2285.0,23.6581,20.0152,23.5018,21.00,0.0010,15.00
2290.0,23.6755,19.9974,23.5028,21.00,0.0010,15.00
2295.0,23.6622,20.0084,23.4880,21.00,0.0010,15.00
2300.0,23.6629,20.0024,23.4755,21.00,0.0010,15.00
2305.0,23.6340,19.9990,23.4729,21.00,0.0010,15.00
2310.0,23.6130,20.0136,23.4777,21.00,0.0010,15.00
2315.0,23.5975,19.9976,23.4658,21.00,0.0010,15.00
2320.0,23.6109,19.9822,23.4637,21.00,0.0010,15.00
2325.0,23.6184,19.9920,23.4615,21.00,0.0010,15.00
2330.0,23.6161,20.0055,23.4457,21.00,0.0010,15.00
2335.0,23.6552,20.0040,23.4517,21.00,0.0010,15.00
2340.0,23.6331,19.9843,23.4426,21.00,0.0010,15.00
2345.0,23.5863,19.9928,23.4213,21.00,0.0010,15.00
2350.0,23.6072,19.9942,23.4429,21.00,0.0010,15.00
2355.0,23.5868,19.9963,23.4184,21.00,0.0010,15.00
2360.0,23.5841,19.9862,23.4019,21.00,0.0010,15.00
2365.0,23.5883,19.9937,23.4030,21.00,0.0010,15.00
2370.0,23.5919,19.9927,23.3984,21.00,0.0010,15.00
2375.0,23.5677,20.0077,23.4043,21.00,0.0010,15.00
2380.0,23.5909,20.0081,23.3963,21.00,0.0010,15.00
2385.0,23.5419,19.9985,23.3910,21.00,0.0010,15.00
2390.0,23.5600,19.9961,23.3959,21.00,0.0010,15.00
2395.0,23.6071,20.0014,23.3885,21.00,0.0010,15.00
2400.0,23.5373,19.9918,23.3790,21.00,0.0010,0.00
2405.0,23.5241,19.9885,23.3555,21.00,0.0010,0.00
2410.0,23.4616,19.9906,23.3265,21.00,0.0010,0.00
2415.0,23.4365,19.9937,23.2666,21.00,0.0010,0.00
2420.0,23.3894,19.9884,23.2513,21.00,0.0010,0.00
2425.0,23.3533,20.0016,23.2006,21.00,0.0010,0.00
2430.0,23.3077,20.0073,23.1906,21.00,0.0010,0.00
2435.0,23.2989,19.9841,23.1585,21.00,0.0010,0.00
2440.0,23.2406,20.0003,23.1376,21.00,0.0010,0.00
2445.0,23.2388,19.9978,23.1080,21.00,0.0010,0.00
2450.0,23.2154,20.0034,23.0676,21.00,0.0010,0.00
2455.0,23.1696,19.9999,23.0303,21.00,0.0010,0.00
2460.0,23.1255,19.9855,23.0103,21.00,0.0010,0.00
2465.0,23.1097,19.9874,22.9707,21.00,0.0010,0.00
2470.0,23.0642,20.0003,22.9469,21.00,0.0010,0.00
2475.0,23.0592,20.0103,22.9280,21.00,0.0010,0.00
2480.0,22.9744,19.9779,22.8842,21.00,0.0010,0.00
2485.0,22.9751,20.0035,22.8698,21.00,0.0010,0.00
2490.0,22.9133,20.0119,22.8408,21.00,0.0010,0.00
2495.0,22.8948,19.9985,22.7971,21.00,0.0010,0.00
2500.0,22.9239,20.0055,22.7894,21.00,0.0010,0.00
2505.0,22.8868,19.9930,22.7600,21.00,0.0010,0.00
2510.0,22.8271,19.9988,22.7277,21.00,0.0010,0.00
2515.0,22.7844,19.9838,22.6931,21.00,0.0010,0.00
2520.0,22.7285,19.9766,22.6664,21.00,0.0010,0.00
2525.0,22.7506,20.0094,22.6442,21.00,0.0010,0.00
2530.0,22.7838,19.9902,22.6300,21.00,0.0010,0.00
2535.0,22.7184,19.9954,22.5903,21.00,0.0010,0.00
2540.0,22.6731,19.9861,22.5798,21.00,0.0010,0.00
2545.0,22.6685,19.9859,22.5389,21.00,0.0010,0.00
2550.0,22.6033,19.9983,22.5254,21.00,0.0010,0.00
2555.0,22.6041,19.9927,22.5050,21.00,0.0010,0.00
2560.0,22.5879,20.0038,22.5051,21.00,0.0010,0.00
2565.0,22.5603,20.0045,22.4439,21.00,0.0010,0.00
2570.0,22.5543,20.0032,22.4498,21.00,0.0010,0.00
2575.0,22.5221,20.0024,22.4142,21.00,0.0010,0.00
2580.0,22.5056,20.0158,22.3947,21.00,0.0010,0.00
2585.0,22.4558,19.9893,22.3699,21.00,0.0010,0.00
2590.0,22.4651,19.9995,22.3516,21.00,0.0010,0.00
2595.0,22.4576,20.0113,22.3243,21.00,0.0010,0.00
2600.0,22.3838,20.0126,22.3194,21.00,0.0010,0.00
2605.0,22.3638,19.9858,22.2795,21.00,0.0010,0.00
2610.0,22.3870,19.9969,22.2749,21.00,0.0010,0.00
2615.0,22.3354,20.0136,22.2369,21.00,0.0010,0.00
2620.0,22.3465,20.0051,22.2227,21.00,0.0010,0.00
2625.0,22.2891,20.0020,22.1929,21.00,0.0010,0.00
2630.0,22.3068,19.9978,22.1886,21.00,0.0010,0.00
2635.0,22.2603,19.9962,22.1793,21.00,0.0010,0.00
2640.0,22.2430,20.0029,22.1450,21.00,0.0010,0.00
2645.0,22.2496,19.9975,22.1250,21.00,0.0010,0.00
2650.0,22.1918,19.9996,22.0973,21.00,0.0010,0.00
2655.0,22.1612,20.0008,22.0878,21.00,0.0010,0.00
2660.0,22.1523,19.9932,22.0561,21.00,0.0010,0.00
2665.0,22.1517,20.0053,22.0450,21.00,0.0010,0.00
2670.0,22.0930,20.0291,22.0388,21.00,0.0010,0.00
2675.0,22.1190,19.9822,22.0323,21.00,0.0010,0.00
2680.0,22.0775,20.0032,22.0300,21.00,0.0010,0.00
2685.0,22.0936,19.9924,21.9790,21.00,0.0010,0.00
2690.0,22.0053,20.0058,21.9824,21.00,0.0010,0.00
2695.0,22.0203,20.0005,21.9540,21.00,0.0010,0.00
2700.0,21.9852,20.0076,21.9336,21.00,0.0010,0.00
